ID,Title,Status,Priority,Work Type,Description,URL,Global ID,Assigned to,Teams Assigned to,Requested by,Requested on,Created by,Created on,Planned Start Date,Due date,Estimated Time,Started on,Completed on,Completed by,Last updated,Recurrence,Location,Location ID,Asset,Asset ID,Categories,Vendors,Vendor IDs,Procedure Name,Procedure Template ID,Procedure Passes,Procedure Flags,Procedure Failures,Procedure Score (%),Time to Complete,Time Open,Time In Progress,Time On Hold,Work Request ID,Thumbnail,Attachments,Procedure Description,Meter ID,Meter Condition,Parent,Parent ID,Total Estimated Time,Parent Global ID,Is Parent?,Total Parts Cost,Total Time Cost,Total Reported Time,Additional Costs,Question 1,Answer 1,Question 2,Answer 2,Question 3,Answer 3,Question 4,Answer 4,Question 5,Answer 5,Question 6,Answer 6,Question 7,Answer 7,Question 8,Answer 8,Question 9,Answer 9,Question 10,Answer 10,Question 11,Answer 11,Question 12,Answer 12,Question 13,Answer 13,Question 14,Answer 14,Question 15,Answer 15
164,Clean and inspect,DONE,MEDIUM,PREVENTIVE,"Open the cover and take a small vacuum and clean any debris out of the unit. Then remove the filters and clean out in the sink. Allow them to dry and then reinstall. If the filters are too dirty, replace with new filters.",https://app.getmaintainx.com/workorders/60879412?organizationId=342508,60879412,Daniel Crawford,Facilities,,,Daniel Crawford,2025-06-23 17:18:23,2025-06-12 13:00:00,2025-07-07,1:00:00,2025-07-08 13:55:44,2025-07-08 13:55:44,Daniel Crawford,2025-07-08 13:55:44,MonthlyByWeekday|1|First_Mon,General,2648754,Dry Room 3 ERV #1,9662223,,,,,,0,0,0,,356:37:21,356:37:21,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Clean and inspect,DONE,MEDIUM,PREVENTIVE,"Open the cover and take a small vacuum and clean any debris out of the unit. Then remove the filters and clean out in the sink. Allow them to dry and then reinstall. If the filters are too dirty, replace with new filters.",https://app.getmaintainx.com/workorders/60879418?organizationId=342508,60879418,Daniel Crawford,Facilities,,,Daniel Crawford,2025-06-23 17:18:31,2025-06-12 13:00:00,2025-07-07,1:00:00,2025-07-08 13:55:42,2025-07-08 13:55:42,Daniel Crawford,2025-07-08 13:55:42,MonthlyByWeekday|1|First_Mon,General,2648754,Dry Room 1 ERV #1,9662207,,,,,,0,0,0,,356:37:10,356:37:10,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Clean and inspect,DONE,MEDIUM,PREVENTIVE,"Open the cover and take a small vacuum and clean any debris out of the unit. Then remove the filters and clean out in the sink. Allow them to dry and then reinstall. If the filters are too dirty, replace with new filters.",https://app.getmaintainx.com/workorders/60879430?organizationId=342508,60879430,Daniel Crawford,Facilities,,,Daniel Crawford,2025-06-23 17:18:41,2025-06-12 13:00:00,2025-07-07,1:00:00,2025-07-08 13:55:39,2025-07-08 13:55:39,Daniel Crawford,2025-07-08 13:55:39,MonthlyByWeekday|1|First_Mon,General,2648754,Dry Room 3 ERV #2,9544402,,,,,,0,0,0,,356:36:58,356:36:58,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Clean and inspect,DONE,MEDIUM,PREVENTIVE,"Open the cover and take a small vacuum and clean any debris out of the unit. Then remove the filters and clean out in the sink. Allow them to dry and then reinstall. If the filters are too dirty, replace with new filters.",https://app.getmaintainx.com/workorders/60879444?organizationId=342508,60879444,Daniel Crawford,Facilities,,,Daniel Crawford,2025-06-23 17:18:52,2025-06-12 13:00:00,2025-07-07,1:00:00,2025-07-08 13:55:35,2025-07-08 13:55:35,Daniel Crawford,2025-07-08 13:55:35,MonthlyByWeekday|1|First_Mon,General,2648754,Dry Room 2 ERV #1,9662130,,,,,,0,0,0,,356:36:43,356:36:43,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Clean and inspect,DONE,MEDIUM,PREVENTIVE,"Open the cover and take a small vacuum and clean any debris out of the unit. Then remove the filters and clean out in the sink. Allow them to dry and then reinstall. If the filters are too dirty, replace with new filters.",https://app.getmaintainx.com/workorders/60879461?organizationId=342508,60879461,Daniel Crawford,Facilities,,,Daniel Crawford,2025-06-23 17:19:02,2025-06-12 13:00:00,2025-07-07,1:00:00,2025-07-08 13:55:37,2025-07-08 13:55:37,Daniel Crawford,2025-07-08 13:55:37,MonthlyByWeekday|1|First_Mon,General,2648754,Dry Room 1 ERV #2,9544399,,,,,,0,0,0,,356:36:34,356:36:34,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Clean and inspect,DONE,MEDIUM,PREVENTIVE,"Open the cover and take a small vacuum and clean any debris out of the unit. Then remove the filters and clean out in the sink. Allow them to dry and then reinstall. If the filters are too dirty, replace with new filters.",https://app.getmaintainx.com/workorders/60879536?organizationId=342508,60879536,Daniel Crawford,Facilities,,,Daniel Crawford,2025-06-23 17:20:07,2025-06-12 13:00:00,2025-07-07,1:00:00,2025-07-08 13:55:33,2025-07-08 13:55:33,Daniel Crawford,2025-07-08 13:55:33,MonthlyByWeekday|1|First_Mon,General,2648754,Dry Room 2 ERV #2,9544400,,,,,,0,0,0,,356:35:26,356:35:26,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Change all filters in  Hash Lab Willow Air Units,OPEN,,PREVENTIVE,Please replace all filters in Hash Lab! Theyre lookin quite green,https://app.getmaintainx.com/workorders/62292360?organizationId=342508,62292360,Daniel Crawford,,,,Daniel Crawford,2025-07-08 13:53:49,2025-08-04 13:00:00,2025-08-08,1:00:00,,,,2025-07-08 13:53:49,MonthlyByWeekday|1|Second_Fri,Hash Lab,2661286,Willows Air Hash Lab,7738793,,,,,,,,,,,,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Change all Willow Air Filters in Processing Filters,OPEN,,PREVENTIVE,Air purifiers in Processing need new filters (2 purifiers in room),https://app.getmaintainx.com/workorders/62292372?organizationId=342508,62292372,Daniel Crawford,,,,Daniel Crawford,2025-07-08 13:53:53,2025-08-04 13:00:00,2025-08-08,1:00:00,,,,2025-07-08 13:53:53,MonthlyByWeekday|1|Second_Fri,Processing,2648780,Willow Air,7741256,,,,,,,,,,,,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Change Filters,DONE,,PREVENTIVE,Change Filters on Willow Air unit.  Report filters remaining in stock.,https://app.getmaintainx.com/workorders/62292534?organizationId=342508,62292534,Daniel Crawford,,,,Daniel Crawford,2025-07-08 13:55:07,2025-07-14 12:00:00,2025-07-14,1:00:00,2025-07-29 10:37:52,2025-07-29 10:37:52,Daniel Crawford,2025-07-29 10:37:52,Weekly|6|Monday,Processing,2648780,Willow Air,7741256,,,,,,0,0,0,,358:37:52,358:37:52,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Change Filters,DONE,,PREVENTIVE,Change Filters on Willow Air unit.  Report filters remaining in stock.,https://app.getmaintainx.com/workorders/62292540?organizationId=342508,62292540,Daniel Crawford,,,,Daniel Crawford,2025-07-08 13:55:10,2025-07-14 12:00:00,2025-07-14,1:00:00,2025-07-29 10:37:46,2025-07-29 10:37:46,Daniel Crawford,2025-07-29 10:37:46,Weekly|6|Monday,Processing,2648780,Willow Air #2 - Processing,7851714,,,,,,0,0,0,,358:37:47,358:37:47,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Change Filters,DONE,,PREVENTIVE,Change Filters on Willow Air unit.  Report filters remaining in stock.,https://app.getmaintainx.com/workorders/62292545?organizationId=342508,62292545,Daniel Crawford,,,,Daniel Crawford,2025-07-08 13:55:13,2025-07-14 12:00:00,2025-07-14,1:00:00,2025-07-29 10:37:43,2025-07-29 10:37:43,Daniel Crawford,2025-07-29 10:37:43,Weekly|6|Monday,Hash Lab,2661286,Willows Air Hash Lab,7738793,,,,,,0,0,0,,358:37:44,358:37:44,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Clean and inspect,OPEN,MEDIUM,PREVENTIVE,"Open the cover and take a small vacuum and clean any debris out of the unit. Then remove the filters and clean out in the sink. Allow them to dry and then reinstall. If the filters are too dirty, replace with new filters.",https://app.getmaintainx.com/workorders/62292587?organizationId=342508,62292587,,Facilities,,,Daniel Crawford,2025-07-08 13:55:33,2025-07-10 13:00:00,2025-08-04,1:00:00,,,,2025-07-08 13:55:33,MonthlyByWeekday|1|First_Mon,General,2648754,Dry Room 2 ERV #2,9544400,,,,,,,,,,,,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Clean and inspect,OPEN,MEDIUM,PREVENTIVE,"Open the cover and take a small vacuum and clean any debris out of the unit. Then remove the filters and clean out in the sink. Allow them to dry and then reinstall. If the filters are too dirty, replace with new filters.",https://app.getmaintainx.com/workorders/62292592?organizationId=342508,62292592,,Facilities,,,Daniel Crawford,2025-07-08 13:55:35,2025-07-10 13:00:00,2025-08-04,1:00:00,,,,2025-07-08 13:55:35,MonthlyByWeekday|1|First_Mon,General,2648754,Dry Room 2 ERV #1,9662130,,,,,,,,,,,,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Clean and inspect,OPEN,MEDIUM,PREVENTIVE,"Open the cover and take a small vacuum and clean any debris out of the unit. Then remove the filters and clean out in the sink. Allow them to dry and then reinstall. If the filters are too dirty, replace with new filters.",https://app.getmaintainx.com/workorders/62292602?organizationId=342508,62292602,,Facilities,,,Daniel Crawford,2025-07-08 13:55:37,2025-07-10 13:00:00,2025-08-04,1:00:00,,,,2025-07-08 13:55:37,MonthlyByWeekday|1|First_Mon,General,2648754,Dry Room 1 ERV #2,9544399,,,,,,,,,,,,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Clean and inspect,OPEN,MEDIUM,PREVENTIVE,"Open the cover and take a small vacuum and clean any debris out of the unit. Then remove the filters and clean out in the sink. Allow them to dry and then reinstall. If the filters are too dirty, replace with new filters.",https://app.getmaintainx.com/workorders/62292606?organizationId=342508,62292606,,Facilities,,,Daniel Crawford,2025-07-08 13:55:40,2025-07-10 13:00:00,2025-08-04,1:00:00,,,,2025-07-08 13:55:40,MonthlyByWeekday|1|First_Mon,General,2648754,Dry Room 3 ERV #2,9544402,,,,,,,,,,,,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Clean and inspect,OPEN,MEDIUM,PREVENTIVE,"Open the cover and take a small vacuum and clean any debris out of the unit. Then remove the filters and clean out in the sink. Allow them to dry and then reinstall. If the filters are too dirty, replace with new filters.",https://app.getmaintainx.com/workorders/62292611?organizationId=342508,62292611,,Facilities,,,Daniel Crawford,2025-07-08 13:55:42,2025-07-10 13:00:00,2025-08-04,1:00:00,,,,2025-07-08 13:55:42,MonthlyByWeekday|1|First_Mon,General,2648754,Dry Room 1 ERV #1,9662207,,,,,,,,,,,,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Clean and inspect,OPEN,MEDIUM,PREVENTIVE,"Open the cover and take a small vacuum and clean any debris out of the unit. Then remove the filters and clean out in the sink. Allow them to dry and then reinstall. If the filters are too dirty, replace with new filters.",https://app.getmaintainx.com/workorders/62292615?organizationId=342508,62292615,,Facilities,,,Daniel Crawford,2025-07-08 13:55:44,2025-07-10 13:00:00,2025-08-04,1:00:00,,,,2025-07-08 13:55:44,MonthlyByWeekday|1|First_Mon,General,2648754,Dry Room 3 ERV #1,9662223,,,,,,,,,,,,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Monthly Emergency Light Inspection,DONE,,PREVENTIVE,"To ensure emergency lighting systems are operational, properly maintained, and meet regulatory requirements for safe egress during power failures.
Scope

Applies to all battery-powered emergency lights and exit signs in the facility.
Responsibilities

    Facilities Manager: Oversees compliance and maintenance.

    Designated Inspector: Conducts monthly inspections.

    Maintenance Team: Repairs or replaces faulty units.

Procedure
1. Visual Inspection

a. Physical Condition

    Check for visible damage (cracks, corrosion, loose wiring, or missing covers).

    Ensure lenses are clean and free of obstructions.

    Verify that units are securely mounted.

b. Power Indicator

    Confirm the ""power on"" LED (if present) is illuminated (indicates AC power is supplied).

2. Functional Test

Manual Activation (30-Second Test)

    Simulate Power Failure:

        For units with a test button: Press and hold for 10 seconds.

        For hardwired units: Switch off the circuit breaker or unplug the unit.

    Verify Illumination:

        Emergency lights must activate immediately and remain lit for at least 30 seconds.

        Exit signs must stay illuminated (if battery-backed).

    Restore Power:

        Reactivate the circuit breaker/release the test button.

        Confirm the unit returns to charging mode (charging indicator LED on, if equipped).


3. Documentation

    Record results on the Emergency Light Inspection Tag (date, inspector initials, pass/fail).

    Update the Emergency Light Inspection Log (include unit location, test results, and actions taken).

4. Corrective Actions

    Failed Test/Defects: Tag the unit, report to maintenance, and replace batteries or bulbs within 24 hours.

    Chronic Issues: Schedule a full system inspection by a licensed electrician.

5. Annual Requirements

    Conduct a 90-minute full discharge test (per NFPA 101) to confirm battery capacity.",https://app.getmaintainx.com/workorders/62292898?organizationId=342508,62292898,Daniel Crawford,Facilities,,,Daniel Crawford,2025-07-08 13:57:47,2025-07-17 12:00:00,2025-07-23,1:00:00,2025-07-29 10:49:26,2025-07-29 10:49:26,Daniel Crawford,2025-07-29 10:49:26,MonthlyByWeekday|1|Fourth_Wed,Main Campus,2661743,,,,Sausbiers,818171,Emergency Light Checklist,2538917,0,0,0,,286:49:26,286:49:26,,,,,https://app.getmaintainx.com/api/s3/uploads/ff4f37a7-a446-448f-9a5b-1eda1fa54503_Group-PDF-Export12.pdf,,,,,,,,false,$0.00,$0.00,0,$0.00,,,Farmhouse,,Extraction / 1906 / Hash Lab,,Processing / Warehouse,,Distribution,,Carbon,,,,,,,,,,,,,,,,,,,
182,Monthly Fire Extinguisher Inspection,DONE,,PREVENTIVE,"Compliant with OSHA Standards (29 CFR 1910.157)
Purpose

To ensure all fire extinguishers are properly maintained, accessible, and in good working condition per OSHA regulations.
Scope

Applies to all portable fire extinguishers in the facility.
Responsibilities

    Facilities Manager: Oversees the program and ensures compliance.

    Designated Inspector: Trained personnel conducting monthly checks.

    Maintenance Team: Addresses issues identified during inspections.

Procedure
1. Visual Inspection

a. Location & Accessibility

    Confirm extinguisher is in its designated location.

    Ensure nothing obstructs access (min. 36” clearance per OSHA).

    Verify visibility of signage or markings.

b. Physical Condition

    Check for obvious damage (dents, corrosion, leaks, clogged nozzles).

    Inspect hose/tube for cracks or detachment.

    Verify the locking pin is intact and tamper seal unbroken.

c. Pressure & Gauge

    For gauge-type extinguishers:

        Needle must be in the ""green"" zone (proper pressure).

    For cartridge-operated units:

        Verify the cartridge is securely seated and undamaged.

d. Labeling & Tags

    Ensure legible operating instructions and NFPA rating label.

    Verify monthly inspection tag is present and up-to-date.

2. Documentation

    Record inspection results on the Fire Extinguisher Inspection Tag (date, initials, condition).

    Log findings in the Fire Safety Inspection Checklist.

3. Corrective Actions

    Minor Issues (e.g., obstructed access): Correct immediately.

    Major Issues (e.g., damage/low pressure): Tag as ""DEFECTIVE,"" remove from service, and notify maintenance for repair/replacement.

4. Reporting

    Submit inspection reports to the Facilities Manager.

    Schedule annual professional maintenance (per NFPA 10).",https://app.getmaintainx.com/workorders/62292916?organizationId=342508,62292916,Daniel Crawford,Facilities,,,Daniel Crawford,2025-07-08 13:57:56,2025-07-17 12:00:00,2025-07-23,1:00:00,2025-07-29 10:49:23,2025-07-29 10:49:23,Daniel Crawford,2025-07-29 10:49:23,MonthlyByWeekday|1|Fourth_Wed,Main Campus,2661743,,,,Sausbiers,818171,Monthly Fire Extinguisher Checks,,0,0,0,,286:49:24,286:49:24,,,,,https://app.getmaintainx.com/api/s3/uploads/ff4f37a7-a446-448f-9a5b-1eda1fa54503_Group-PDF-Export12.pdf,,,,,,,,false,$0.00,$0.00,0,$0.00,Date of inspection,,Farmhouse,,Extraction/1906,,Processing / Warehouse,,Distribution,,Carbon Building,,Outdoor / Outbuildings,,Comments / Flags,,,,,,,,,,,,,,,
183,Inspect and change filter,DONE,,PREVENTIVE,"Open the door and take a small vacuum and vacuum any debris. Inspect the filter for cleanliness, if equipment hasn't been run or it's in the off-season skip until next cycle. If the filter appears dirty, change it out.",https://app.getmaintainx.com/workorders/62292933?organizationId=342508,62292933,Daniel Crawford,Facilities,,,Daniel Crawford,2025-07-08 13:58:03,2025-06-28 13:00:00,2025-08-04,1:00:00,2025-07-08 13:58:06,2025-07-08 13:58:06,Daniel Crawford,2025-07-08 13:58:06,MonthlyByWeekday|1|First_Mon,General,2648754,Dry Room #2 HVAC #1,9662285,,,,,,0,0,0,,0:00:03,0:00:03,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Inspect and change filter,OPEN,,PREVENTIVE,"Open the door and take a small vacuum and vacuum any debris. Inspect the filter for cleanliness, if equipment hasn't been run or it's in the off-season skip until next cycle. If the filter appears dirty, change it out.",https://app.getmaintainx.com/workorders/62292943?organizationId=342508,62292943,,Facilities,,,Daniel Crawford,2025-07-08 13:58:06,2025-07-26 13:00:00,2025-09-01,1:00:00,,,,2025-07-08 13:58:06,MonthlyByWeekday|1|First_Mon,General,2648754,Dry Room #2 HVAC #1,9662285,,,,,,,,,,,,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Inspect and change filter,DONE,,PREVENTIVE,"Open the door and take a small vacuum and vacuum any debris. Inspect the filter for cleanliness, if equipment hasn't been run or it's in the off-season skip until next cycle. If the filter appears dirty, change it out.",https://app.getmaintainx.com/workorders/62292945?organizationId=342508,62292945,Daniel Crawford,Facilities,,,Daniel Crawford,2025-07-08 13:58:09,2025-06-28 13:00:00,2025-08-04,1:00:00,2025-07-08 13:58:11,2025-07-08 13:58:11,Daniel Crawford,2025-07-08 13:58:11,MonthlyByWeekday|1|First_Mon,General,2648754,Dry Room #2 HVAC #2,9662323,,,,,,0,0,0,,0:00:02,0:00:02,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Inspect and change filter,OPEN,,PREVENTIVE,"Open the door and take a small vacuum and vacuum any debris. Inspect the filter for cleanliness, if equipment hasn't been run or it's in the off-season skip until next cycle. If the filter appears dirty, change it out.",https://app.getmaintainx.com/workorders/62292950?organizationId=342508,62292950,,Facilities,,,Daniel Crawford,2025-07-08 13:58:11,2025-07-26 13:00:00,2025-09-01,1:00:00,,,,2025-07-08 13:58:11,MonthlyByWeekday|1|First_Mon,General,2648754,Dry Room #2 HVAC #2,9662323,,,,,,,,,,,,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Inspect and change filter,DONE,,PREVENTIVE,"Open the door and take a small vacuum and vacuum any debris. Inspect the filter for cleanliness, if equipment hasn't been run or it's in the off-season skip until next cycle. If the filter appears dirty, change it out.",https://app.getmaintainx.com/workorders/62292961?organizationId=342508,62292961,Daniel Crawford,Facilities,,,Daniel Crawford,2025-07-08 13:58:19,2025-06-28 13:00:00,2025-08-04,1:00:00,2025-07-08 13:58:22,2025-07-08 13:58:22,Daniel Crawford,2025-07-08 13:58:22,MonthlyByWeekday|1|First_Mon,General,2648754,Dry Room #1 HVAC #1,9662290,,,,,,0,0,0,,0:00:02,0:00:02,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Inspect and change filter,OPEN,,PREVENTIVE,"Open the door and take a small vacuum and vacuum any debris. Inspect the filter for cleanliness, if equipment hasn't been run or it's in the off-season skip until next cycle. If the filter appears dirty, change it out.",https://app.getmaintainx.com/workorders/62292967?organizationId=342508,62292967,,Facilities,,,Daniel Crawford,2025-07-08 13:58:22,2025-07-26 13:00:00,2025-09-01,1:00:00,,,,2025-07-08 13:58:22,MonthlyByWeekday|1|First_Mon,General,2648754,Dry Room #1 HVAC #1,9662290,,,,,,,,,,,,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Inspect and change filter,DONE,,PREVENTIVE,"Open the door and take a small vacuum and vacuum any debris. Inspect the filter for cleanliness, if equipment hasn't been run or it's in the off-season skip until next cycle. If the filter appears dirty, change it out.",https://app.getmaintainx.com/workorders/62292974?organizationId=342508,62292974,Daniel Crawford,Facilities,,,Daniel Crawford,2025-07-08 13:58:25,2025-06-28 13:00:00,2025-08-04,1:00:00,2025-07-08 13:58:28,2025-07-08 13:58:28,Daniel Crawford,2025-07-08 13:58:28,MonthlyByWeekday|1|First_Mon,General,2648754,Dry Room #1 HVAC #2,9662334,,,,,,0,0,0,,0:00:02,0:00:02,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Inspect and change filter,OPEN,,PREVENTIVE,"Open the door and take a small vacuum and vacuum any debris. Inspect the filter for cleanliness, if equipment hasn't been run or it's in the off-season skip until next cycle. If the filter appears dirty, change it out.",https://app.getmaintainx.com/workorders/62292979?organizationId=342508,62292979,,Facilities,,,Daniel Crawford,2025-07-08 13:58:28,2025-07-26 13:00:00,2025-09-01,1:00:00,,,,2025-07-08 13:58:28,MonthlyByWeekday|1|First_Mon,General,2648754,Dry Room #1 HVAC #2,9662334,,,,,,,,,,,,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Inspect and change filter,DONE,,PREVENTIVE,"Open the door and take a small vacuum and vacuum any debris. Inspect the filter for cleanliness, if equipment hasn't been run or it's in the off-season skip until next cycle. If the filter appears dirty, change it out.",https://app.getmaintainx.com/workorders/62292992?organizationId=342508,62292992,Daniel Crawford,Facilities,,,Daniel Crawford,2025-07-08 13:58:32,2025-06-28 13:00:00,2025-08-04,1:00:00,2025-07-08 13:58:34,2025-07-08 13:58:34,Daniel Crawford,2025-07-08 13:58:34,MonthlyByWeekday|1|First_Mon,General,2648754,Dry Room #3 HVAC #2,9662272,,,,,,0,0,0,,0:00:02,0:00:02,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Inspect and change filter,OPEN,,PREVENTIVE,"Open the door and take a small vacuum and vacuum any debris. Inspect the filter for cleanliness, if equipment hasn't been run or it's in the off-season skip until next cycle. If the filter appears dirty, change it out.",https://app.getmaintainx.com/workorders/62292997?organizationId=342508,62292997,,Facilities,,,Daniel Crawford,2025-07-08 13:58:34,2025-07-26 13:00:00,2025-09-01,1:00:00,,,,2025-07-08 13:58:34,MonthlyByWeekday|1|First_Mon,General,2648754,Dry Room #3 HVAC #2,9662272,,,,,,,,,,,,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Inspect and change filter,OPEN,,PREVENTIVE,"Open the door and take a small vacuum and vacuum any debris. Inspect the filter for cleanliness, if equipment hasn't been run or it's in the off-season skip until next cycle. If the filter appears dirty, change it out.",https://app.getmaintainx.com/workorders/62293009?organizationId=342508,62293009,,Facilities,,,Daniel Crawford,2025-07-08 13:58:40,2025-06-28 13:00:00,2025-08-04,1:00:00,,,,2025-07-08 13:58:40,MonthlyByWeekday|1|First_Mon,General,2648754,Dry Room #3 HVAC #1,9662254,,,,,,,,,,,,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Change Filters Packaged Unit,DONE,,PREVENTIVE,Change the filters on the Daikin 10 ton packaged unit,https://app.getmaintainx.com/workorders/62363666?organizationId=342508,62363666,Daniel Crawford,Facilities,,,Daniel Crawford,2025-07-09 07:34:00,2025-08-01 00:00:00,2025-08-01,1:00:00,2025-07-29 10:38:45,2025-07-29 10:38:45,Daniel Crawford,2025-07-29 10:38:45,Weekly|6|Monday|Wednesday,Processing,2648780,Daikin 10 Ton Heat Pump,9441921,Preventive,,,,,0,0,0,,,0,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Change Filters,OPEN,,PREVENTIVE,Change Filters on Willow Air unit.  Report filters remaining in stock.,https://app.getmaintainx.com/workorders/64447567?organizationId=342508,64447567,Daniel Crawford,,,,Daniel Crawford,2025-07-29 10:37:44,2025-08-25 12:00:00,2025-08-25,1:00:00,,,,2025-07-29 10:37:44,Weekly|6|Monday,Hash Lab,2661286,Willows Air Hash Lab,7738793,,,,,,,,,,,,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Change Filters,OPEN,,PREVENTIVE,Change Filters on Willow Air unit.  Report filters remaining in stock.,https://app.getmaintainx.com/workorders/64447575?organizationId=342508,64447575,Daniel Crawford,,,,Daniel Crawford,2025-07-29 10:37:47,2025-08-25 12:00:00,2025-08-25,1:00:00,,,,2025-07-29 10:37:47,Weekly|6|Monday,Processing,2648780,Willow Air #2 - Processing,7851714,,,,,,,,,,,,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Change Filters,OPEN,,PREVENTIVE,Change Filters on Willow Air unit.  Report filters remaining in stock.,https://app.getmaintainx.com/workorders/64447591?organizationId=342508,64447591,Daniel Crawford,,,,Daniel Crawford,2025-07-29 10:37:52,2025-08-25 12:00:00,2025-08-25,1:00:00,,,,2025-07-29 10:37:52,Weekly|6|Monday,Processing,2648780,Willow Air,7741256,,,,,,,,,,,,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
